"","ac5402de1ddf427ab8d2b0a8a0a44f19","2a2947125c677c6e27898ad4e9b9dca7","0cc2420a6a4698f8bf664d50b17d26b4","6a17479edbe461431433bddb084f731e","010f0ac2691bc0be12d0633d4b5d2cc4","058ed3f9b3464dcd2af7145b3b9c9026","5e151aa3f416a2fa6f0a1d8985282783","a66dd8d31584930c2b0f811f572dddcf","de61860db8d93da85692dffb5cf32ab9","5b6a30b5a900999d91448bc79c5e14d4","8937656c16c20701c107e715bad86732","25def15fb42bed6855ede4893d27a21d","f7686a74ca2d3729eb66305e8a26309b","d73c014c9a033812619aa44e9cae934f","eea6b86c0c75e740670ccc50613b1b23","0f0a1f8c92368be6e8d3145bd4e94cd1","180b74e94caf35fac5e1f0f4b7ad9d9f","ed1528f4822674c9e1da64b84c778e9f","0f92fcc184a951ff8b0914467ad2f8f9","60c57911662a9159dfdd0fc05d975a55","148c7eb0139bbc1b8c87dd31464742e4","ad7bc2bb6e1ec90a9bc3c8949bce80d6","d56536a97c18adccf18eb08958d93345","a9387e76477da8688775569cf540191b","f95daccc7c507e37800de5207028b992","1ad289cd8f44e109fd95de0382c5b252","5ff715b26c5f3632a12da2d4dbd758bd","e2c3ff4f647112723741aa72087f1bfa","b45c9784d674879d68d54362419a1d70","446ec4331e4894b14be920825fc962a5","237135dc8b20f922cabee934f7d410a1","0eb15dc6ca644533da15764998436274","370829fece3190f1a8efccf50b7d0921","b75d05e361f46e33b39ef21d05334744","ad52a0f6646c574417ce0b13b84acfa9","a650f349bbdffb95b3624519d1ba72b8","86deb5cf8d6f29d383136e0d09863b69","8720f9ecd2331ce68e2896df1bf2d977","dafe809740d0545dc25c6939a84a1820","8ce931b0c99ad5ed648c25483c1ca492","32382a0f5831da5faee464d011b5616c","539ca948741b9a713eb781d4281b23fc","74923f4bbde849e27fc4eda25d757e2a","1ba09da532a0f9985b3caf72a47b42e3","2403a466dd6d1e4f551d80394c2aa994","2480f3aa1e7784b461d9b5b83a6bfc81","9f74473636e6874853d88dfcbcecff49","1986030e3c5cd5df6d869054bc96e536","124c75409b4ecd0bf23a84e28593567d","94b000e59b7ac160b0416c9ab45ff0bf","10a9a0887483597b71cffa08dcda40de","07bfddb8e62098a85afc8fd68ebc308c","8e6e925baa81466352ff781a289e188d","d0f1985c2b919dcbd0bf4664c844a900","914d665720e41337748116b656be6270","e8cff5dd9314935749206c1d83214d77","def8acc0fc88cc9a9cf110370ecc2c37","4c1afcf47b47fc2850fae19210e27117","48e537eafb87fc4de5d87b022bc3fa66","992072d045462445dc239b35300af2cc","5d62137a2d05df0be8d6b7e163a3ef08","1634bc38311d3c868d1077602dc439f2","f1da0f084f3e5b7957d11d01abe7013d","c99c4c951e6f4745973043285ccf486b","ee2e7e1ec3775388a6a1000c5de4c483","82b92d7bdaa0d4ed90f869f14acf5088","59c4a678634e50b3fda861310820aadd","ad8991870b8bdd236d97d01487ddadc6","d0c34b21c7c96271a1bc5f7fe82df3a0","a06f5fd3db9f925457a537135871f616","54f25a2b09b2c1a1517c8b5472eca178","fdcd6808ef8269653d25dce4a55a025d","d43ad42f3b1625379a2429c10f419eda","2ea79eaaa0b23b2a7d2cf470cbaf72ea","b3fef1e26b7b6ac20847ede4da68547a","7db357a4adb452de8504d8ca1ddb3f99","6694ca246e895a4f1d7e1d077cc27f5d","145ebc1f8ab3b2896eb631008973c0b4","47ad35356a9bfec68416d32e4f039021","7e54570d21f03dfcefff07151a8c2d54","053c4d5b8717b60387f777efae437b40","2c61ba77eb8ea89ea85728bd0022ac09","a36d070ba91e6c48d0c79036200d0b20","ab2ef9bffd8e25c75290c0a2f6a8f85c","f4909ad74d5b44aa7c3694798c21ea87","2594fcf48955bec7b61a5ce4aefa3868","1141f30eddb626a3a1151a19445eadfe","2be34a58b64107daf7b5426302feeff7","ce33f26f3bd4784cdb63910753fa0792","30fc8af207d17abc37394fbf3d1793f7","a544abd909afc727c4418e4e19eed417","e644522cf6d7222c9da7f9ecf614cd89","0681937d15d01090c93f3fb99998d90c","9065d9fc5a50712e80be6f5dbef043d4","e4d915abc009819b3d89468b935271de","6240207fd3edd24bf0799b5f427423a0","df3f8cdac76c62baa98469c33b82d8df","31fe7997ddfef193110db377890f9520","596c1c5efe777a8d8aafbca19fe37e1d","f710c0927080e422094a96ffe13b389c","ecc877a3410d54ea784131356fe5ea73","3ccd9b32a9a7dc4a75ab7d88f35665df","fa71c8409cbcaad5dd98b8d80a46b07b","bf8144aac6a30e6695ad6bf8f49131ab","387e36ab394fd347fd94d8762016779f","984ef97167ec7b42d7a3650716d6a2ed","86417ff63eaf8a9473179df540422a81","6207087a2aeb57241cefe393e011bd02","4bec204a5986223b16143ad5db1c8433","a2de505abb56c8744ac2e8123c2d1bc1","5a0df24ab3d9c2d78a043cd477a54b4f","c8fce068920feb387167d44c01689295","9886d89016c5dfd08cdb3aed3c966cb6","64acd1cc6ba26f74372bdccbb9b8065c","a4dbf71f32a016e120fe6cf253dfa6c0","dd55670a7993a5317059df033d09d63f","bace8d5431c11e75808b28a88981721d","e66860dbaac1010e5b69f9780d84b3b2","86c98ea884e894ba5799c32cea3b7765","d28f5cab517f832750bbf62798e58dc3","0590c29091ff2b3affd966ed57773407","bd8cf9d4f4744a93802336d81b60966e","d9d0120f569d8e15590c6486f4ffed36","f283cd6d309acf7626b1fbc0079d275d","aadf067e83ca643294c80e37a0283592","33902c26956acf7efa69413cfea6326e","c22da6c79af27ac1f4eabbaa551ef052","957a16edeead7722188be53d05fbf001","354b3affe7706d4e6ddfb5b0511f5441","075614efc7d3dd61cd64a4e5f17078ae","4f3e4d6a8a9cb34f1cc87190e7090474","252d0fd6601d9776290e142e5bfd744b","856da3a5c943d7dccc1c1f2c0f15a981","84a09f7554a54295e2fe70e6d08b95a8","fff0f27911c727476a833d9e5a35dfeb","0cdc26df2e337ea78808c32c8f52c94b","53bc90e1c93440a53d0bf5ae8b456b1a","2ba1bc26e9373f83349a875dd4c0ad3a","1e6fb78e2244ca940f9fc31d88d711dc","6b9a2b83cbba29ae21ab29588bac0a5b","1d5ea3cb8686552de9dd9b1284a89dc9","12880b7b3ea5ac0628d143e0f13638b5","50569633cbb1654d8b28051a9449f45b","3794c39f5fa4a37b52d248bfb3e95abf","1731e2c1b8ee177b7fa7eecafb40898b","43c828faa858052ace54389bdcb47be5","bc5d102ce5ca031bd57231ea57206612","c3936710486e2affbcd6f59d36c68e2f","8c991b2f2830155b0481dd233b3af040","606163fa1f2a48591ccc82dde467cd7e","7ab381e80f5c97ad9f7ee107c0866487","c122dce029d0662e2c1ff1e3cfb2661e","656326d89791c753746563843909ebf2"
"10249.C002.16SS",7,0,935,1681,3,0,0,0,0,0,4,0,328,0,1214,0,0,7242,321,0,0,5307,2,0,0,307,0,5080,343,0,0,0,280,0,16,928,0,0,209,1706,0,0,427,0,0,22,0,554,115,28,0,0,2668,0,6,0,0,1989,0,798,1184,0,7,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,33,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C016.13SS",10991,0,0,392,4940,0,0,0,0,7,252,0,61,0,36,0,0,2263,0,0,0,177,8,1,4,96,0,3179,74,0,0,0,130,3072,143,6,0,0,10,371,0,0,36,2,0,7,0,7,124,19,0,3,226,18,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C046.06SS",14,0,0,0,0,0,0,0,0,0,0,6462,5,0,632,0,0,2,0,0,0,2210,0,13,0,4282,0,7,362,0,0,0,306,0,214,3,0,0,0,2655,0,2,0,0,0,0,0,55,74,0,0,0,325,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C025.18SS",15,0,0,0,5,0,0,2,0,0,0,0,30,0,2,0,0,5,0,0,0,6020,0,0,0,1214,0,2,5078,0,0,0,181,0,15,108,0,0,0,2093,0,0,1519,0,0,0,0,83,633,105,0,0,1458,346,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C043.03SS",3611,0,0,0,0,0,0,0,0,0,0,0,10,0,36,0,0,0,0,0,0,639,0,0,0,16,0,2787,81,0,0,0,148,0,65,2,0,0,0,206,0,4,6,0,0,2,0,0,262,4,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C027.02SS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4776,0,0,0,0,0,0,0,304,0,0,0,52,0,0,0,0,0,0,0,85,4,31,0,0,2288,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C032.02SS",32,0,2,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,1665,0,9891,0,0,0,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,444,373,303,0,0,1746,0,0,0,0,0,0,4,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C033.02SS",8550,0,0,0,0,0,9,611,43,7,0,0,0,0,0,0,0,0,96,0,0,7,0,0,0,2,0,12374,0,0,0,0,0,0,19,203,0,0,0,0,0,0,0,0,0,0,0,194,43,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,74,0,0,0,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C008.11SS",1721,0,0,884,110,2,0,51,2,0,407,85,27,0,51,0,0,19,22,61,0,155,0,6,0,14,0,3016,227,0,0,2,7,9,3,135,0,243,0,43,0,0,7,0,0,0,0,75,1048,18,0,0,609,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C055.04SS",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,0,0,0,850,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,109,0,0,3,0,0,25,3,0,0,6366,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C009.12SS",0,0,0,0,0,0,0,0,0,0,404,0,0,2,234,0,0,1966,0,0,0,214,0,0,0,194,0,5861,0,0,0,5,0,161,0,2465,0,138,0,44,0,0,0,0,0,0,100,343,1009,0,0,0,227,0,0,4,0,0,0,537,419,0,0,0,0,7,0,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C011.11SS",35,0,0,174,0,0,0,0,0,0,3058,0,272,0,92,243,0,1590,0,4,0,451,2,0,0,193,0,443,57,0,0,0,120,0,298,18,0,0,3,423,0,0,172,0,0,2,0,48,116,0,0,0,906,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C001.29SS",0,0,0,598,7337,0,0,0,0,0,3811,1479,13,0,104,0,0,0,0,0,0,1700,2,0,0,545,0,4806,270,0,6,0,147,0,83,129,0,0,0,260,0,0,49,0,0,2,0,1259,560,0,304,0,276,0,2,0,0,0,0,30,0,0,25,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C005.03SS",4,0,0,0,4900,0,0,2,0,2,0,0,261,0,0,0,0,0,0,0,0,757,0,0,2,0,0,175,291,0,0,0,788,0,0,1530,0,0,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C035.15SS",8382,0,0,0,1266,0,0,0,0,0,183,1501,149,0,210,0,0,538,21,0,0,76,0,0,0,112,0,532,41,0,4,0,8,0,83,116,0,0,5,17,0,0,21,0,0,0,0,229,0,0,0,0,98,0,0,0,0,95,0,2,434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C022.12SS",3289,0,0,0,0,0,0,0,0,0,36,0,3,0,88,0,0,67,0,0,0,761,0,0,0,86,0,1565,102,0,0,0,602,0,53,94,0,0,19,0,0,95,0,0,0,36,0,0,174,2,0,15,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C011.05SS",2,0,0,0,0,0,0,0,0,0,60,0,244,0,280,0,0,0,0,0,0,3048,0,3,0,7,0,933,0,0,0,0,170,0,22,0,0,0,20,2340,0,0,0,0,0,0,0,15,23,29,3,0,499,155,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C043.14SS",4785,0,0,77,3167,0,0,2,0,0,2278,0,81,0,2223,0,0,3635,36,0,0,571,0,1,0,69,0,875,103,0,11,0,57,0,1428,333,0,0,0,68,0,3,22,0,0,3,0,32,92,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C025.08SS",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948,36,0,0,0,0,0,0,10,0,0,0,87,0,0,0,0,0,0,0,229,4469,13,0,0,2902,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C024.13SS",9476,0,1134,27,1039,0,0,621,0,0,1071,159,136,0,168,0,71,346,100,0,0,155,0,4,0,478,0,92,0,0,0,0,311,126,550,82,0,3,0,144,0,6,228,0,0,0,0,5,278,0,0,0,33,0,0,0,0,0,0,0,14,88,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C022.11SS",4689,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,183,0,0,0,1260,0,4,0,131,0,2905,719,0,0,0,268,0,21,143,0,0,0,0,0,0,0,0,0,32,0,0,408,0,0,5,89,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C045.01SS",1589,0,14,5,27,0,0,607,0,0,0,24,0,0,20,0,0,0,0,0,0,1158,1004,0,0,23,0,1495,35,0,0,26,49,0,0,0,0,3,0,43,0,0,0,59,0,0,0,0,81,29,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,39,5,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C055.03SS",9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8045,0,0,0,0,0,0,0,78,0,0,0,0,0,0,128,6,0,0,0,0,771,16,0,0,2228,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C030.03SS",6878,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,2,0,197,17,0,0,5,4,0,4,181,0,0,0,76,0,0,0,0,0,0,0,6,141,0,0,0,730,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,633,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C037.05SS",0,0,0,0,0,0,0,0,0,0,3211,0,0,0,644,0,0,105,0,0,0,2356,14,0,0,244,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,61,0,0,0,0,0,326,78,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"10249.C042.03SS",4863,0,326,292,0,0,0,1324,0,0,0,2116,0,3,5,0,0,0,82,0,0,170,0,0,0,344,0,3207,0,0,0,0,3,0,0,10,0,286,0,156,0,0,0,0,0,2,0,0,26,12,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C016.08SS",3676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,4063,0,0,0,7,0,965,0,252,0,0,0,0,0,0,0,0,0,0,0,0,1756,19,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C033.12SS",2950,0,55,150,409,0,0,309,22,0,0,347,109,0,79,0,49,0,32,0,0,201,0,0,2,51,0,1812,0,0,0,2,0,328,88,4,0,31,0,107,0,0,3,0,0,0,0,5,22,2,2,0,0,8,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C002.19SS",9,0,880,1732,5311,0,0,0,0,0,480,4,414,0,694,0,0,1553,127,0,0,339,0,0,0,72,0,1011,180,0,0,0,323,0,468,143,0,47,0,262,0,0,4,0,0,0,0,180,42,0,0,0,563,4,0,0,0,83,0,33,409,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C025.04SS",119,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,28,0,0,0,222,0,0,0,191,0,0,0,3,0,0,0,3,0,0,0,2586,2476,18,0,0,3429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,2388,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C014.17SS",2786,0,20,335,3,0,8,232,0,0,0,2864,137,11,98,0,0,0,70,0,0,399,0,0,5,138,0,6478,67,0,0,4,56,138,18,43,0,0,160,160,0,0,167,6,0,30,0,0,364,238,0,0,0,91,7,0,0,0,5,383,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C027.18SS",2259,0,0,57,3170,0,0,1136,0,0,1946,0,337,0,438,0,0,675,0,714,0,132,0,127,0,237,0,342,18,0,8,0,15,2,746,29,0,18,0,77,0,0,12,0,0,4,0,463,33,0,124,0,891,0,0,0,0,0,0,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C008.16SS",6361,0,3,288,969,0,0,1411,75,0,773,0,68,0,121,0,2,31,0,0,0,1159,0,73,0,3,0,43,8,0,0,0,293,0,74,24,0,4,0,235,0,0,8,0,0,0,31,57,8,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
